Average,BestPic_Gross,Best_Picture,DirectorName,No_Of_Movies,Total_Gross,_id
$102.1,$281.6,The Matrix Reloaded,Lilly & Lana Wachowski,7,$714.6,5cbf57ecf1b3f84eb09ba748
$6.9k,$9.5k,Tru Loved,Stewart Wade,2,$13.9k,5cbf57ecf1b3f84eb09ba749
$26.3,$41.4,Truth or Dare,Jeff Wadlow,4,$105.1,5cbf57ecf1b3f84eb09ba74a
$21.5,$67.3,Role Models,David Wain,4,$85.8,5cbf57ecf1b3f84eb09ba74b
$64.8,$315.1,Thor: Ragnarok,Taika Waititi,5,$324.2,5cbf57ecf1b3f84eb09ba74c
$71.6,$91.4,Heaven is for Real,Randall Wallace,4,$286.2,5cbf57ecf1b3f84eb09ba74d
$62.6k,$62.6k,Meet Bill,Melisa Wallack,1,$62.6k,5cbf57ecf1b3f84eb09ba74e
$127.5,$353.0,Furious 7,James Wan,9,"$1,147.9",5cbf57ecf1b3f84eb09ba74f
$36.3,$57.7,Fences,Denzel Washington,3,$109.0,5cbf57ecf1b3f84eb09ba750
$47.6,$110.2,Freaky Friday,Mark S. Waters,10,$475.9,5cbf57ecf1b3f84eb09ba751
$18.1,$54.3,The Woman in Black,James Watkins,3,$54.4,5cbf57ecf1b3f84eb09ba752
$42.9,$42.9,Snitch,Ric Roman Waugh,1,$42.9,5cbf57ecf1b3f84eb09ba753
$37.9,$70.0,Act of Valor,Scott Waugh,3,$113.6,5cbf57ecf1b3f84eb09ba754
$66.7,$157.0,Scary Movie,Keenen Ivory Wayans,6,$400.2,5cbf57ecf1b3f84eb09ba755
$104.5,$262.0,The Amazing Spider-Man,Marc Webb,5,$522.7,5cbf57ecf1b3f84eb09ba756
$111.4,$176.4,Ice Age,Chris Wedge,4,$445.5,5cbf57ecf1b3f84eb09ba757
$2.8,$2.8,How to Lose Friends and Alienate People,Robert B. Weide,1,$2.8,5cbf57ecf1b3f84eb09ba758
$45.4,$125.6,Truman Show,Peter Weir,10,$454.0,5cbf57ecf1b3f84eb09ba759
$81.9,$296.6,New Moon,Chris Weitz,6,$491.7,5cbf57ecf1b3f84eb09ba75a
$40.8,$148.4,Little Fockers,Paul Weitz,11,$449.1,5cbf57ecf1b3f84eb09ba75b
$18.6,$37.7,August: Osage County,John Wells,3,$55.8,5cbf57ecf1b3f84eb09ba75c
$37.1,$101.4,Prince of Egypt,Simon Wells,6,$222.5,5cbf57ecf1b3f84eb09ba75d
$2.7,$4.9,Vamp,Richard Wenk,2,$5.4,5cbf57ecf1b3f84eb09ba75e
$71.0,$131.2,Tomb Raider,Simon West,7,$497.3,5cbf57ecf1b3f84eb09ba75f
$58.1k,$101k,The House of the Devil,Ti West,6,$348k,5cbf57ecf1b3f84eb09ba760
$5.3,$18.8,Still Alice,Wash Westmoreland,5,$26.4,5cbf57ecf1b3f84eb09ba761
$32.1,$52.2,Insidious Chapter 3,Leigh Whannell,2,$64.2,5cbf57ecf1b3f84eb09ba762
$278.1,$623.4,The Avengers,Joss Whedon,4,"$1,112.2",5cbf57ecf1b3f84eb09ba763
$45.4,$67.1,Waiting to Exhale,Forest Whitaker,3,$136.2,5cbf57ecf1b3f84eb09ba764
$24.7,$24.7,Lottery Ticket,Erik White,1,$24.7,5cbf57ecf1b3f84eb09ba765
$1.8,$2.1,Brad's Status,Mike White,2,$3.7,5cbf57ecf1b3f84eb09ba766
$50.9,$50.9,Ouija,Stiles White,1,$50.9,5cbf57ecf1b3f84eb09ba767
$10.7,$29.0,Nanny McPhee Returns,Susanna White,3,$32.2,5cbf57ecf1b3f84eb09ba768
$35.6,$70.2,Big Momma's House 2,John Whitesell,6,$213.5,5cbf57ecf1b3f84eb09ba769
$16.7,$25.3,The Woman in Red,Gene Wilder,2,$33.3,5cbf57ecf1b3f84eb09ba76a
$168.3,$222.5,Big Hero 6,Chris Williams,2,$336.6,5cbf57ecf1b3f84eb09ba76b
$11.8k,$11.8k,The Dry Land,Ryan Piers Williams,1,$11.8k,5cbf57ecf1b3f84eb09ba76c
$29.6,$84.8,Paranormal Activity 2,Tod Williams,3,$88.7,5cbf57ecf1b3f84eb09ba76d
$548k,$1.1,50 to 1,Jim Wilson,2,$1.1,5cbf57ecf1b3f84eb09ba76e
$127k,$127k,The Wendell Baker Story,Luke Wilson,1,$127k,5cbf57ecf1b3f84eb09ba76f
$9.9,$18.5,Ultraviolet,Kurt Wimmer,2,$19.7,5cbf57ecf1b3f84eb09ba770
$33.0,$33.0,Arthur (2011),Jason Winer,1,$33.0,5cbf57ecf1b3f84eb09ba771
$13.2,$20.8,Blair Witch,Adam Wingard,3,$39.6,5cbf57ecf1b3f84eb09ba772
$36.5,$83.0,Charlotte's Web,Gary Winick,7,$255.2,5cbf57ecf1b3f84eb09ba773
$16.9,$50.7,The Net,Irwin Winkler,7,$118.0,5cbf57ecf1b3f84eb09ba774
$1.0,$9.2,A Mighty Heart,Michael Winterbottom,21,$21.3,5cbf57ecf1b3f84eb09ba775
$27.9,$55.7,Hansel and Gretel,Tommy Wirkola,2,$55.8,5cbf57ecf1b3f84eb09ba776
$76.9,$134.5,Live Free or Die Hard,Len Wiseman,4,$307.7,5cbf57ecf1b3f84eb09ba777
$27.4,$48.2,The House Bunny,Fred Wolf,2,$54.8,5cbf57ecf1b3f84eb09ba778
$40.2,$54.1,Final Destination 3,James Wong,4,$160.7,5cbf57ecf1b3f84eb09ba779
$75.2,$215.4,Mission: Impossible II,John Woo,7,$526.4,5cbf57ecf1b3f84eb09ba77a
$23.4,$36.4,Beauty Shop,Bille Woodruff,4,$93.7,5cbf57ecf1b3f84eb09ba77b
$5.7,$5.7,For Greater Glory,Dean Wright,1,$5.7,5cbf57ecf1b3f84eb09ba77c
$40.5,$107.8,Baby Driver,Edgar Wright,5,$202.5,5cbf57ecf1b3f84eb09ba77d
$38.0,$56.5,Darkest Hour,Joe Wright,7,$265.7,5cbf57ecf1b3f84eb09ba77e
$54.1,$176.8,Rise of the Planet of the Apes,Rupert Wyatt,4,$216.4,5cbf57ecf1b3f84eb09ba77f
$31.7,$115.7,Remember the Titans,Boaz Yakin,7,$221.9,5cbf57ecf1b3f84eb09ba780
$1.1,$1.1,Papa: Hemingway in Cuba,Bob Yari,1,$1.1,5cbf57ecf1b3f84eb09ba781
$256.0,$381.2,Harry Potter / Deathly Hallows (P2),David Yates,7,"$1,791.8",5cbf57ecf1b3f84eb09ba782
$8.2,$53.7,Hero,Zhang Yimou,16,$131.0,5cbf57ecf1b3f84eb09ba783
$30.3,$82.6,Freddy Vs. Jason,Ronny Yu,5,$151.4,5cbf57ecf1b3f84eb09ba784
$107.2,$165.2,Kung Fu Panda 2,Jennifer Yuh Nelson,3,$321.5,5cbf57ecf1b3f84eb09ba785
$21.8,$21.8,The Big Wedding,Justin Zackham,1,$21.8,5cbf57ecf1b3f84eb09ba786
$23.7,$56.7,A Civil Action,Steven Zaillian,3,$71.2,5cbf57ecf1b3f84eb09ba787
$12.8,$12.8,Beasts of the Southern Wild,Benh Zeitlin,1,$12.8,5cbf57ecf1b3f84eb09ba788
$110.8,$330.3,Forrest Gump,Robert Zemeckis,19,"$2,104.3",5cbf57ecf1b3f84eb09ba789
$20.5,$58.3,Halloween (2007),Rob Zombie,6,$123.3,5cbf57ecf1b3f84eb09ba78a
$57.2,$110.0,Scary Movie 3,David Zucker,10,$571.5,5cbf57ecf1b3f84eb09ba78b
$81.2,$217.6,Ghost,Jerry Zucker,6,$487.4,5cbf57ecf1b3f84eb09ba78c
$59.6,$176.6,The Karate Kid,Harald Zwart,5,$297.9,5cbf57ecf1b3f84eb09ba78d
$43.7,$111.1,The Last Samurai,Edward Zwick,12,$524.3,5cbf57ecf1b3f84eb09ba78e
